sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_merged	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e03420-B-20240509	e03420-B-20240509	2	e03420-B_S171_L001_R1_001.fastq.gz	e03420-B_S171_L001_R2_001.fastq.gz	10689	10689	10516	10516	155	155	5	5	5	5
e03420-C-20240509	e03420-C-20240509	2	e03420-C_S267_L001_R1_001.fastq.gz	e03420-C_S267_L001_R2_001.fastq.gz	7958	7958	7859	7859	166	166	15	15	11	11
e03421-A-20240509	e03421-A-20240509	2	e03421-A_S77_L001_R1_001.fastq.gz	e03421-A_S77_L001_R2_001.fastq.gz	27778	27778	27372	27372	26909	26909	25922	25922	25906	25906
e03421-B-20240509	e03421-B-20240509	2	e03421-B_S173_L001_R1_001.fastq.gz	e03421-B_S173_L001_R2_001.fastq.gz	6842	6842	6756	6756	6578	6578	61	61	61	61
e03421-C-20240509	e03421-C-20240509	2	e03421-C_S269_L001_R1_001.fastq.gz	e03421-C_S269_L001_R2_001.fastq.gz	27910	27910	27541	27541	27432	27432	26281	26281	26021	26021
e03422-A-20240509	e03422-A-20240509	2	e03422-A_S78_L001_R1_001.fastq.gz	e03422-A_S78_L001_R2_001.fastq.gz	35601	35601	35126	35126	34713	34713	33899	33899	33194	33194
e03422-B-20240509	e03422-B-20240509	2	e03422-B_S174_L001_R1_001.fastq.gz	e03422-B_S174_L001_R2_001.fastq.gz	31847	31847	31391	31391	31267	31267	29628	29628	28960	28960
e03422-C-20240509	e03422-C-20240509	2	e03422-C_S270_L001_R1_001.fastq.gz	e03422-C_S270_L001_R2_001.fastq.gz	32046	32046	31631	31631	31504	31504	29650	29650	29205	29205
e03423-A-20240509	e03423-A-20240509	2	e03423-A_S79_L001_R1_001.fastq.gz	e03423-A_S79_L001_R2_001.fastq.gz	32108	32108	31668	31668	31479	31479	30415	30415	30009	30009
e03423-B-20240509	e03423-B-20240509	2	e03423-B_S175_L001_R1_001.fastq.gz	e03423-B_S175_L001_R2_001.fastq.gz	26987	26987	26625	26625	26352	26352	22850	22850	22817	22817
e03423-C-20240509	e03423-C-20240509	2	e03423-C_S271_L001_R1_001.fastq.gz	e03423-C_S271_L001_R2_001.fastq.gz	29060	29060	28662	28662	28502	28502	25918	25918	25770	25770
e03424-A-20240509	e03424-A-20240509	2	e03424-A_S80_L001_R1_001.fastq.gz	e03424-A_S80_L001_R2_001.fastq.gz	28629	28629	28251	28251	697	697	23	23	23	23
e03424-B-20240509	e03424-B-20240509	2	e03424-B_S176_L001_R1_001.fastq.gz	e03424-B_S176_L001_R2_001.fastq.gz	12902	12902	12715	12715	11864	11864	7	7	7	7
e03424-C-20240509	e03424-C-20240509	2	e03424-C_S272_L001_R1_001.fastq.gz	e03424-C_S272_L001_R2_001.fastq.gz	15558	15558	15349	15349	15138	15138	12497	12497	12497	12497
e03425-A-20240509	e03425-A-20240509	2	e03425-A_S81_L001_R1_001.fastq.gz	e03425-A_S81_L001_R2_001.fastq.gz	22171	22171	21829	21829	21561	21561	17329	17329	17290	17290
e03425-B-20240509	e03425-B-20240509	2	e03425-B_S177_L001_R1_001.fastq.gz	e03425-B_S177_L001_R2_001.fastq.gz	4810	4810	4747	4747	4703	4703	4003	4003	4003	4003
e03425-C-20240509	e03425-C-20240509	2	e03425-C_S273_L001_R1_001.fastq.gz	e03425-C_S273_L001_R2_001.fastq.gz	4524	4524	4460	4460	4369	4369	4112	4112	4106	4106
e03426-A-20240509	e03426-A-20240509	2	e03426-A_S82_L001_R1_001.fastq.gz	e03426-A_S82_L001_R2_001.fastq.gz	28974	28974	28630	28630	28454	28454	27250	27250	27037	27037
e03426-B-20240509	e03426-B-20240509	2	e03426-B_S178_L001_R1_001.fastq.gz	e03426-B_S178_L001_R2_001.fastq.gz	20998	20998	20708	20708	20543	20543	18659	18659	18366	18366
e03426-C-20240509	e03426-C-20240509	2	e03426-C_S274_L001_R1_001.fastq.gz	e03426-C_S274_L001_R2_001.fastq.gz	21707	21707	21414	21414	21346	21346	20561	20561	20502	20502
e03427-A-20240509	e03427-A-20240509	2	e03427-A_S83_L001_R1_001.fastq.gz	e03427-A_S83_L001_R2_001.fastq.gz	15921	15921	15725	15725	15579	15579	11965	11965	11860	11860
e03427-B-20240509	e03427-B-20240509	2	e03427-B_S179_L001_R1_001.fastq.gz	e03427-B_S179_L001_R2_001.fastq.gz	20738	20738	20432	20432	1564	1564	31	31	31	31
e03427-C-20240509	e03427-C-20240509	2	e03427-C_S275_L001_R1_001.fastq.gz	e03427-C_S275_L001_R2_001.fastq.gz	3573	3573	3521	3521	2621	2621	14	14	14	14
e03428-A-20240509	e03428-A-20240509	2	e03428-A_S84_L001_R1_001.fastq.gz	e03428-A_S84_L001_R2_001.fastq.gz	13923	13923	13705	13705	13538	13538	10717	10717	10706	10706
e03428-B-20240509	e03428-B-20240509	2	e03428-B_S180_L001_R1_001.fastq.gz	e03428-B_S180_L001_R2_001.fastq.gz	23946	23946	23606	23606	23470	23470	21765	21765	21733	21733
e03428-C-20240509	e03428-C-20240509	2	e03428-C_S276_L001_R1_001.fastq.gz	e03428-C_S276_L001_R2_001.fastq.gz	19149	19149	18879	18879	18644	18644	14626	14626	14623	14623
e03429-A-20240509	e03429-A-20240509	2	e03429-A_S85_L001_R1_001.fastq.gz	e03429-A_S85_L001_R2_001.fastq.gz	30357	30357	29925	29925	29765	29765	27170	27170	27012	27012
e03429-B-20240509	e03429-B-20240509	2	e03429-B_S181_L001_R1_001.fastq.gz	e03429-B_S181_L001_R2_001.fastq.gz	21268	21268	20996	20996	20838	20838	18466	18466	18447	18443
e03429-C-20240509	e03429-C-20240509	2	e03429-C_S277_L001_R1_001.fastq.gz	e03429-C_S277_L001_R2_001.fastq.gz	22144	22144	21868	21868	21802	21802	20160	20160	20118	20118
e03430-A-20240509	e03430-A-20240509	2	e03430-A_S86_L001_R1_001.fastq.gz	e03430-A_S86_L001_R2_001.fastq.gz	30485	30485	30016	30016	29840	29840	28825	28825	28496	28496
e03430-B-20240509	e03430-B-20240509	2	e03430-B_S182_L001_R1_001.fastq.gz	e03430-B_S182_L001_R2_001.fastq.gz	29865	29865	29432	29432	16703	16703	14605	14605	14565	14565
e03430-C-20240509	e03430-C-20240509	2	e03430-C_S278_L001_R1_001.fastq.gz	e03430-C_S278_L001_R2_001.fastq.gz	29479	29479	29113	29113	5981	5981	4735	4735	4732	4732
e03431-A-20240509	e03431-A-20240509	2	e03431-A_S87_L001_R1_001.fastq.gz	e03431-A_S87_L001_R2_001.fastq.gz	7776	7776	7677	7677	1415	1415	14	14	14	14
e03431-B-20240509	e03431-B-20240509	2	e03431-B_S183_L001_R1_001.fastq.gz	e03431-B_S183_L001_R2_001.fastq.gz	22867	22867	22551	22551	22417	22417	20069	20069	20069	20069
e03431-C-20240509	e03431-C-20240509	2	e03431-C_S279_L001_R1_001.fastq.gz	e03431-C_S279_L001_R2_001.fastq.gz	22380	22380	22086	22086	21948	21948	20216	20216	19575	19575
e03432-A-20240509	e03432-A-20240509	2	e03432-A_S88_L001_R1_001.fastq.gz	e03432-A_S88_L001_R2_001.fastq.gz	19611	19611	19371	19371	19109	19109	18757	18757	18226	18226
e03432-B-20240509	e03432-B-20240509	2	e03432-B_S184_L001_R1_001.fastq.gz	e03432-B_S184_L001_R2_001.fastq.gz	23817	23817	23496	23496	23380	23380	21433	21433	21276	21276
e03432-C-20240509	e03432-C-20240509	2	e03432-C_S280_L001_R1_001.fastq.gz	e03432-C_S280_L001_R2_001.fastq.gz	29962	29962	29256	29256	29063	29063	28469	28469	27969	27969
e03433-A-20240509	e03433-A-20240509	2	e03433-A_S90_L001_R1_001.fastq.gz	e03433-A_S90_L001_R2_001.fastq.gz	1283	1283	1247	1247	15	15	0	0	0	0
e03433-B-20240509	e03433-B-20240509	2	e03433-B_S186_L001_R1_001.fastq.gz	e03433-B_S186_L001_R2_001.fastq.gz	4	4	3	3	2	2	0	0	0	0
e03433-C-20240509	e03433-C-20240509	2	e03433-C_S282_L001_R1_001.fastq.gz	e03433-C_S282_L001_R2_001.fastq.gz	25	25	25	25	23	23	0	0	0	0
e03434-A-20240509	e03434-A-20240509	2	e03434-A_S91_L001_R1_001.fastq.gz	e03434-A_S91_L001_R2_001.fastq.gz	21098	21098	20760	20760	20552	20552	19692	19692	19646	19646
e03434-B-20240509	e03434-B-20240509	2	e03434-B_S187_L001_R1_001.fastq.gz	e03434-B_S187_L001_R2_001.fastq.gz	24493	24493	24145	24145	24013	24013	22931	22931	22607	22607
e03434-C-20240509	e03434-C-20240509	2	e03434-C_S283_L001_R1_001.fastq.gz	e03434-C_S283_L001_R2_001.fastq.gz	25441	25441	25096	25096	22182	22182	21533	21533	21501	21501
e03435-A-20240509	e03435-A-20240509	2	e03435-A_S92_L001_R1_001.fastq.gz	e03435-A_S92_L001_R2_001.fastq.gz	22731	22731	22419	22419	22294	22294	21217	21217	21217	21217
e03435-B-20240509	e03435-B-20240509	2	e03435-B_S188_L001_R1_001.fastq.gz	e03435-B_S188_L001_R2_001.fastq.gz	6071	6071	5977	5977	5827	5827	32	32	32	32
e03435-C-20240509	e03435-C-20240509	2	e03435-C_S284_L001_R1_001.fastq.gz	e03435-C_S284_L001_R2_001.fastq.gz	26003	26003	25659	25659	24114	24114	22752	22752	22695	22695
e03436-A-20240509	e03436-A-20240509	2	e03436-A_S93_L001_R1_001.fastq.gz	e03436-A_S93_L001_R2_001.fastq.gz	25074	25074	24738	24738	22647	22647	21405	21405	21373	21373
e03436-B-20240509	e03436-B-20240509	2	e03436-B_S189_L001_R1_001.fastq.gz	e03436-B_S189_L001_R2_001.fastq.gz	18568	18568	18277	18277	18191	18191	15523	15523	15517	15517
e03436-C-20240509	e03436-C-20240509	2	e03436-C_S285_L001_R1_001.fastq.gz	e03436-C_S285_L001_R2_001.fastq.gz	4255	4255	4208	4208	4135	4135	9	9	9	9
e03437-A-20240509	e03437-A-20240509	2	e03437-A_S94_L001_R1_001.fastq.gz	e03437-A_S94_L001_R2_001.fastq.gz	16945	16945	16746	16746	16184	16184	13117	13117	12973	12973
e03437-B-20240509	e03437-B-20240509	2	e03437-B_S190_L001_R1_001.fastq.gz	e03437-B_S190_L001_R2_001.fastq.gz	7810	7810	7685	7685	7568	7568	0	0	0	0
e03437-C-20240509	e03437-C-20240509	2	e03437-C_S286_L001_R1_001.fastq.gz	e03437-C_S286_L001_R2_001.fastq.gz	5330	5330	5258	5258	5175	5175	0	0	0	0
e03438-A-20240509	e03438-A-20240509	2	e03438-A_S95_L001_R1_001.fastq.gz	e03438-A_S95_L001_R2_001.fastq.gz	66	66	62	62	52	52	40	40	40	40
e03438-B-20240509	e03438-B-20240509	2	e03438-B_S191_L001_R1_001.fastq.gz	e03438-B_S191_L001_R2_001.fastq.gz	11589	11589	11396	11396	5562	5562	0	0	0	0
e03438-C-20240509	e03438-C-20240509	2	e03438-C_S287_L001_R1_001.fastq.gz	e03438-C_S287_L001_R2_001.fastq.gz	7050	7050	6900	6900	6548	6548	0	0	0	0
e03439-D-20240509	e03439-D-20240509	2	e03439-D_S289_L001_R1_001.fastq.gz	e03439-D_S289_L001_R2_001.fastq.gz	30808	30808	30412	30412	30222	30222	25888	25888	25872	25872
e03439-E-20240509	e03439-E-20240509	2	e03439-E_S372_L001_R1_001.fastq.gz	e03439-E_S372_L001_R2_001.fastq.gz	22516	22516	22224	22224	21953	21953	16751	16751	16751	16751
e03439-F-20240509	e03439-F-20240509	2	e03439-F_S455_L001_R1_001.fastq.gz	e03439-F_S455_L001_R2_001.fastq.gz	6521	6521	6445	6445	6386	6386	5636	5636	5625	5625
e03440-D-20240509	e03440-D-20240509	2	e03440-D_S290_L001_R1_001.fastq.gz	e03440-D_S290_L001_R2_001.fastq.gz	28973	28973	28557	28557	28456	28456	27986	27986	27986	27986
e03440-E-20240509	e03440-E-20240509	2	e03440-E_S373_L001_R1_001.fastq.gz	e03440-E_S373_L001_R2_001.fastq.gz	6180	6180	6115	6115	5922	5922	147	147	147	147
e03440-F-20240509	e03440-F-20240509	2	e03440-F_S456_L001_R1_001.fastq.gz	e03440-F_S456_L001_R2_001.fastq.gz	14305	14305	14085	14085	13833	13833	12271	12271	12271	12271
e03441-D-20240509	e03441-D-20240509	2	e03441-D_S291_L001_R1_001.fastq.gz	e03441-D_S291_L001_R2_001.fastq.gz	30010	30010	29619	29619	29416	29416	27920	27920	27884	27884
e03441-E-20240509	e03441-E-20240509	2	e03441-E_S374_L001_R1_001.fastq.gz	e03441-E_S374_L001_R2_001.fastq.gz	25770	25770	25443	25443	25208	25208	21158	21158	20945	20945
e03441-F-20240509	e03441-F-20240509	2	e03441-F_S457_L001_R1_001.fastq.gz	e03441-F_S457_L001_R2_001.fastq.gz	19662	19662	19394	19394	19035	19035	14309	14309	14309	14309
e03442-D-20240509	e03442-D-20240509	2	e03442-D_S292_L001_R1_001.fastq.gz	e03442-D_S292_L001_R2_001.fastq.gz	22407	22407	22121	22121	21937	21937	17415	17415	17411	17411
e03442-E-20240509	e03442-E-20240509	2	e03442-E_S375_L001_R1_001.fastq.gz	e03442-E_S375_L001_R2_001.fastq.gz	24785	24785	24430	24430	24096	24096	13019	13019	12914	12914
e03442-F-20240509	e03442-F-20240509	2	e03442-F_S458_L001_R1_001.fastq.gz	e03442-F_S458_L001_R2_001.fastq.gz	17015	17015	16779	16779	16589	16589	13629	13629	13621	13621
e03443-D-20240509	e03443-D-20240509	2	e03443-D_S293_L001_R1_001.fastq.gz	e03443-D_S293_L001_R2_001.fastq.gz	19263	19263	18969	18969	18754	18754	16829	16829	16829	16829
e03443-E-20240509	e03443-E-20240509	2	e03443-E_S376_L001_R1_001.fastq.gz	e03443-E_S376_L001_R2_001.fastq.gz	29056	29056	28646	28646	28501	28501	25413	25413	25359	25359
e03443-F-20240509	e03443-F-20240509	2	e03443-F_S459_L001_R1_001.fastq.gz	e03443-F_S459_L001_R2_001.fastq.gz	25892	25892	25526	25526	25425	25425	24464	24464	24299	24299
e03444-D-20240509	e03444-D-20240509	2	e03444-D_S294_L001_R1_001.fastq.gz	e03444-D_S294_L001_R2_001.fastq.gz	30221	30221	29802	29802	25378	25378	23310	23310	23031	23031
e03444-E-20240509	e03444-E-20240509	2	e03444-E_S377_L001_R1_001.fastq.gz	e03444-E_S377_L001_R2_001.fastq.gz	21454	21454	21159	21159	20955	20955	17609	17609	17416	17416
e03444-F-20240509	e03444-F-20240509	2	e03444-F_S460_L001_R1_001.fastq.gz	e03444-F_S460_L001_R2_001.fastq.gz	28435	28435	28102	28102	27946	27946	26601	26601	25975	25975
e03445-D-20240509	e03445-D-20240509	2	e03445-D_S295_L001_R1_001.fastq.gz	e03445-D_S295_L001_R2_001.fastq.gz	35611	35611	35151	35151	35042	35042	33063	33063	32861	32861
e03445-E-20240509	e03445-E-20240509	2	e03445-E_S378_L001_R1_001.fastq.gz	e03445-E_S378_L001_R2_001.fastq.gz	24940	24940	24592	24592	24461	24461	21047	21047	21047	21047
e03445-F-20240509	e03445-F-20240509	2	e03445-F_S461_L001_R1_001.fastq.gz	e03445-F_S461_L001_R2_001.fastq.gz	33234	33234	32788	32788	32656	32656	30465	30465	29988	29988
e03446-D-20240509	e03446-D-20240509	2	e03446-D_S296_L001_R1_001.fastq.gz	e03446-D_S296_L001_R2_001.fastq.gz	19248	19248	18998	18998	18919	18919	18488	18488	18393	18393
e03446-E-20240509	e03446-E-20240509	2	e03446-E_S379_L001_R1_001.fastq.gz	e03446-E_S379_L001_R2_001.fastq.gz	25760	25760	25399	25399	25230	25230	24164	24164	23463	23463
e03446-F-20240509	e03446-F-20240509	2	e03446-F_S462_L001_R1_001.fastq.gz	e03446-F_S462_L001_R2_001.fastq.gz	25332	25332	24991	24991	24827	24827	23897	23897	23637	23637
e03447-D-20240509	e03447-D-20240509	2	e03447-D_S298_L001_R1_001.fastq.gz	e03447-D_S298_L001_R2_001.fastq.gz	33456	33456	33031	33031	32870	32870	31553	31553	31109	31109
e03447-E-20240509	e03447-E-20240509	2	e03447-E_S381_L001_R1_001.fastq.gz	e03447-E_S381_L001_R2_001.fastq.gz	6877	6877	6790	6790	6737	6737	6081	6081	6052	6052
e03447-F-20240509	e03447-F-20240509	2	e03447-F_S464_L001_R1_001.fastq.gz	e03447-F_S464_L001_R2_001.fastq.gz	15450	15450	15259	15259	15022	15022	14302	14302	13554	13554
e03448-D-20240509	e03448-D-20240509	2	e03448-D_S299_L001_R1_001.fastq.gz	e03448-D_S299_L001_R2_001.fastq.gz	42073	42073	41531	41531	41374	41374	38887	38887	38425	38422
e03448-E-20240509	e03448-E-20240509	2	e03448-E_S382_L001_R1_001.fastq.gz	e03448-E_S382_L001_R2_001.fastq.gz	33965	33965	33496	33496	33250	33250	29443	29443	29074	29074
e03448-F-20240509	e03448-F-20240509	2	e03448-F_S465_L001_R1_001.fastq.gz	e03448-F_S465_L001_R2_001.fastq.gz	20621	20621	20342	20342	20256	20256	19410	19410	19198	19198
e03449-D-20240509	e03449-D-20240509	2	e03449-D_S300_L001_R1_001.fastq.gz	e03449-D_S300_L001_R2_001.fastq.gz	74	74	74	74	59	59	44	44	44	44
e03449-E-20240509	e03449-E-20240509	2	e03449-E_S383_L001_R1_001.fastq.gz	e03449-E_S383_L001_R2_001.fastq.gz	264	264	261	261	248	248	148	148	148	72
e03449-F-20240509	e03449-F-20240509	2	e03449-F_S466_L001_R1_001.fastq.gz	e03449-F_S466_L001_R2_001.fastq.gz	65	65	59	59	51	51	32	32	32	32
e03450-D-20240509	e03450-D-20240509	2	e03450-D_S301_L001_R1_001.fastq.gz	e03450-D_S301_L001_R2_001.fastq.gz	30874	30874	30454	30454	30287	30287	28429	28429	27936	27936
e03450-E-20240509	e03450-E-20240509	2	e03450-E_S384_L001_R1_001.fastq.gz	e03450-E_S384_L001_R2_001.fastq.gz	35917	35917	35456	35456	35231	35231	32114	32114	31900	31895
e03450-F-20240509	e03450-F-20240509	2	e03450-F_S467_L001_R1_001.fastq.gz	e03450-F_S467_L001_R2_001.fastq.gz	33602	33602	33189	33189	33037	33037	30922	30922	30818	30818
e03451-D-20240509	e03451-D-20240509	2	e03451-D_S302_L001_R1_001.fastq.gz	e03451-D_S302_L001_R2_001.fastq.gz	3762	3762	3696	3696	3505	3505	71	71	71	71
e03451-E-20240509	e03451-E-20240509	2	e03451-E_S385_L001_R1_001.fastq.gz	e03451-E_S385_L001_R2_001.fastq.gz	8956	8956	8803	8803	8488	8488	112	112	112	112
e03451-F-20240509	e03451-F-20240509	2	e03451-F_S468_L001_R1_001.fastq.gz	e03451-F_S468_L001_R2_001.fastq.gz	34529	34529	34072	34072	31230	31230	28602	28602	28369	28369
e03452-D-20240509	e03452-D-20240509	2	e03452-D_S303_L001_R1_001.fastq.gz	e03452-D_S303_L001_R2_001.fastq.gz	34735	34735	34290	34290	34153	34153	31916	31916	31780	31780
e03452-E-20240509	e03452-E-20240509	2	e03452-E_S386_L001_R1_001.fastq.gz	e03452-E_S386_L001_R2_001.fastq.gz	25905	25905	25536	25536	25388	25388	23502	23502	22863	22863
e03452-F-20240509	e03452-F-20240509	2	e03452-F_S469_L001_R1_001.fastq.gz	e03452-F_S469_L001_R2_001.fastq.gz	4153	4153	4086	4086	3988	3988	41	41	41	41
e03453-D-20240509	e03453-D-20240509	2	e03453-D_S304_L001_R1_001.fastq.gz	e03453-D_S304_L001_R2_001.fastq.gz	8107	8107	7991	7991	7495	7495	6935	6935	6935	6935
e03453-E-20240509	e03453-E-20240509	2	e03453-E_S387_L001_R1_001.fastq.gz	e03453-E_S387_L001_R2_001.fastq.gz	15758	15758	15558	15558	15414	15414	14163	14163	14139	14139
e03453-F-20240509	e03453-F-20240509	2	e03453-F_S470_L001_R1_001.fastq.gz	e03453-F_S470_L001_R2_001.fastq.gz	5351	5351	5279	5279	5182	5182	3774	3774	3768	3768
e03454-D-20240509	e03454-D-20240509	2	e03454-D_S305_L001_R1_001.fastq.gz	e03454-D_S305_L001_R2_001.fastq.gz	27546	27546	27198	27198	27081	27081	26129	26129	25569	25569
e03454-E-20240509	e03454-E-20240509	2	e03454-E_S388_L001_R1_001.fastq.gz	e03454-E_S388_L001_R2_001.fastq.gz	22130	22130	21845	21845	21732	21732	18124	18124	18086	18086
e03454-F-20240509	e03454-F-20240509	2	e03454-F_S471_L001_R1_001.fastq.gz	e03454-F_S471_L001_R2_001.fastq.gz	29494	29494	29106	29106	28980	28980	27745	27745	27322	27322
e03455-D-20240509	e03455-D-20240509	2	e03455-D_S306_L001_R1_001.fastq.gz	e03455-D_S306_L001_R2_001.fastq.gz	39651	39651	39106	39106	38937	38937	36689	36689	36287	36287
e03455-E-20240509	e03455-E-20240509	2	e03455-E_S389_L001_R1_001.fastq.gz	e03455-E_S389_L001_R2_001.fastq.gz	9560	9560	9425	9425	9262	9262	103	103	103	103
e03455-F-20240509	e03455-F-20240509	2	e03455-F_S472_L001_R1_001.fastq.gz	e03455-F_S472_L001_R2_001.fastq.gz	25639	25639	25276	25276	24480	24480	22033	22033	21963	21963
e03456-D-20240509	e03456-D-20240509	2	e03456-D_S307_L001_R1_001.fastq.gz	e03456-D_S307_L001_R2_001.fastq.gz	38924	38924	38402	38402	38244	38244	36205	36205	35752	35752
e03456-E-20240509	e03456-E-20240509	2	e03456-E_S390_L001_R1_001.fastq.gz	e03456-E_S390_L001_R2_001.fastq.gz	29083	29083	28666	28666	28388	28388	19620	19620	19424	19424
e03456-F-20240509	e03456-F-20240509	2	e03456-F_S473_L001_R1_001.fastq.gz	e03456-F_S473_L001_R2_001.fastq.gz	29543	29543	29166	29166	29068	29068	27191	27191	26860	26858
e03457-D-20240509	e03457-D-20240509	2	e03457-D_S308_L001_R1_001.fastq.gz	e03457-D_S308_L001_R2_001.fastq.gz	38104	38104	37599	37599	37486	37486	36723	36723	36413	36413
e03457-E-20240509	e03457-E-20240509	2	e03457-E_S391_L001_R1_001.fastq.gz	e03457-E_S391_L001_R2_001.fastq.gz	22766	22766	22428	22428	22280	22280	18314	18314	17899	17899
e03457-F-20240509	e03457-F-20240509	2	e03457-F_S474_L001_R1_001.fastq.gz	e03457-F_S474_L001_R2_001.fastq.gz	18887	18887	18612	18612	18548	18548	17226	17226	17226	17226
e03458-D-20240509	e03458-D-20240509	2	e03458-D_S309_L001_R1_001.fastq.gz	e03458-D_S309_L001_R2_001.fastq.gz	38256	38256	37751	37751	37537	37537	35033	35033	35006	35006
e03458-E-20240509	e03458-E-20240509	2	e03458-E_S392_L001_R1_001.fastq.gz	e03458-E_S392_L001_R2_001.fastq.gz	31591	31591	31170	31170	31035	31035	27100	27100	26871	26871
e03458-F-20240509	e03458-F-20240509	2	e03458-F_S475_L001_R1_001.fastq.gz	e03458-F_S475_L001_R2_001.fastq.gz	32709	32709	32263	32263	32195	32195	30753	30753	30568	30568
e03459-D-20240509	e03459-D-20240509	2	e03459-D_S310_L001_R1_001.fastq.gz	e03459-D_S310_L001_R2_001.fastq.gz	95	95	92	92	78	78	55	55	55	23
e03459-E-20240509	e03459-E-20240509	2	e03459-E_S393_L001_R1_001.fastq.gz	e03459-E_S393_L001_R2_001.fastq.gz	82	82	80	80	76	76	54	54	54	54
e03459-F-20240509	e03459-F-20240509	2	e03459-F_S476_L001_R1_001.fastq.gz	e03459-F_S476_L001_R2_001.fastq.gz	74	74	73	73	31	31	23	23	23	23
e03460-D-20240509	e03460-D-20240509	2	e03460-D_S311_L001_R1_001.fastq.gz	e03460-D_S311_L001_R2_001.fastq.gz	41701	41701	40535	40535	40368	40368	38813	38813	38457	38457
e03460-E-20240509	e03460-E-20240509	2	e03460-E_S394_L001_R1_001.fastq.gz	e03460-E_S394_L001_R2_001.fastq.gz	33002	33002	32538	32538	32268	32268	30051	30051	29836	29836
e03460-F-20240509	e03460-F-20240509	2	e03460-F_S477_L001_R1_001.fastq.gz	e03460-F_S477_L001_R2_001.fastq.gz	38450	38450	37998	37998	37847	37847	36881	36881	36784	36782
e03461-D-20240509	e03461-D-20240509	2	e03461-D_S313_L001_R1_001.fastq.gz	e03461-D_S313_L001_R2_001.fastq.gz	22637	22637	22326	22326	22188	22188	21819	21819	21715	21715
e03461-E-20240509	e03461-E-20240509	2	e03461-E_S396_L001_R1_001.fastq.gz	e03461-E_S396_L001_R2_001.fastq.gz	31994	31994	31557	31557	27401	27401	26159	26159	26011	26011
e03461-F-20240509	e03461-F-20240509	2	e03461-F_S479_L001_R1_001.fastq.gz	e03461-F_S479_L001_R2_001.fastq.gz	26090	26090	25744	25744	25620	25620	24539	24539	24192	24192
e03462-D-20240509	e03462-D-20240509	2	e03462-D_S314_L001_R1_001.fastq.gz	e03462-D_S314_L001_R2_001.fastq.gz	16115	16115	15894	15894	15784	15784	12188	12188	12188	12188
e03462-E-20240509	e03462-E-20240509	2	e03462-E_S397_L001_R1_001.fastq.gz	e03462-E_S397_L001_R2_001.fastq.gz	32166	32166	31722	31722	31567	31567	27876	27876	27837	27837
e03462-F-20240509	e03462-F-20240509	2	e03462-F_S480_L001_R1_001.fastq.gz	e03462-F_S480_L001_R2_001.fastq.gz	29661	29661	29208	29208	28410	28410	26209	26209	25844	25844
e03463-D-20240509	e03463-D-20240509	2	e03463-D_S315_L001_R1_001.fastq.gz	e03463-D_S315_L001_R2_001.fastq.gz	35546	35546	35091	35091	34915	34915	33189	33189	32875	32875
e03463-E-20240509	e03463-E-20240509	2	e03463-E_S398_L001_R1_001.fastq.gz	e03463-E_S398_L001_R2_001.fastq.gz	29838	29838	29412	29412	29184	29184	26284	26284	26009	26009
e03463-F-20240509	e03463-F-20240509	2	e03463-F_S481_L001_R1_001.fastq.gz	e03463-F_S481_L001_R2_001.fastq.gz	32126	32126	31737	31737	31569	31569	30219	30219	29730	29730
e03464-D-20240509	e03464-D-20240509	2	e03464-D_S316_L001_R1_001.fastq.gz	e03464-D_S316_L001_R2_001.fastq.gz	34057	34057	33554	33554	33431	33431	32460	32460	32273	32271
e03464-E-20240509	e03464-E-20240509	2	e03464-E_S399_L001_R1_001.fastq.gz	e03464-E_S399_L001_R2_001.fastq.gz	26334	26334	25930	25930	25800	25800	23419	23419	23376	23376
e03464-F-20240509	e03464-F-20240509	2	e03464-F_S482_L001_R1_001.fastq.gz	e03464-F_S482_L001_R2_001.fastq.gz	34779	34779	34296	34296	34148	34148	33081	33081	32898	32898
e03465-D-20240509	e03465-D-20240509	2	e03465-D_S317_L001_R1_001.fastq.gz	e03465-D_S317_L001_R2_001.fastq.gz	45800	45800	45181	45181	45038	45038	43816	43816	43456	43456
e03465-E-20240509	e03465-E-20240509	2	e03465-E_S400_L001_R1_001.fastq.gz	e03465-E_S400_L001_R2_001.fastq.gz	33233	33233	32804	32804	32683	32683	31382	31382	31036	31036
e03465-F-20240509	e03465-F-20240509	2	e03465-F_S483_L001_R1_001.fastq.gz	e03465-F_S483_L001_R2_001.fastq.gz	36161	36161	35671	35671	35570	35570	34443	34443	34406	34406
e03466-D-20240509	e03466-D-20240509	2	e03466-D_S370_L001_R1_001.fastq.gz	e03466-D_S370_L001_R2_001.fastq.gz	1150	1150	1125	1125	1116	1116	1073	1073	1073	1073
e03466-E-20240509	e03466-E-20240509	2	e03466-E_S453_L001_R1_001.fastq.gz	e03466-E_S453_L001_R2_001.fastq.gz	9886	9886	9761	9761	9726	9726	8725	8725	8725	8725
e03466-F-20240509	e03466-F-20240509	2	e03466-F_S536_L001_R1_001.fastq.gz	e03466-F_S536_L001_R2_001.fastq.gz	1475	1475	1437	1437	1265	1265	1194	1194	1194	1194
